algorithm,dataset_idx,dataset_name,dataset_type,acc,nmi,ari,time
birch,112,flickr_material_database.npz,image,0.325978,0.264169,0.119464,0.810049
birch,113,street_view_house_numbers.npz,image,0.155738,0.027186,-0.001701,0.377848
birch,114,har.npz,image,0.552500,0.615447,0.477474,24.479024
birch,115,Indian_pines.npz,image,0.494242,0.456357,0.260366,9.715574
birch,116,satellite_image.npz,image,0.703030,0.624413,0.551277,0.734506
birch,117,olivetti_faces.npz,image,0.645000,0.817632,0.500689,0.422544
birch,118,PCam.npz,image,0.115741,0.014450,-0.000000,1.161317
birch,119,cnae9.npz,text,0.500308,0.000022,-0.000007,2.989954
birch,120,imdb.npz,text,0.767464,0.001216,-0.001325,0.938506
birch,121,hate_speech.npz,text,0.506186,0.000709,0.000069,1.072670
birch,122,sentiment_labeld_sentences.npz,text,0.892216,0.214569,0.259467,0.715431
birch,123,sms_spam_collection.npz,text,0.533260,0.352166,0.292801,194.479950
birch,124,wos.npz,text,0.962196,0.773313,0.854487,111.498201
birch,125,enron.npz,text,0.538473,0.373954,0.194218,84.872608
birch,126,reuters.npz,text,0.166150,0.148423,0.052216,210.255555
birch,127,20newsgroups.npz,text,0.925647,0.684891,0.713482,165.215228
birch,128,Mouse_retina.npz,bioinfo,0.387571,0.293867,0.277596,965.166128
birch,129,Campbell.npz,bioinfo,0.608250,0.069995,0.046675,198.558095
birch,130,Baron Human.npz,bioinfo,0.488226,0.430133,0.233552,574.892069
cc,0,echocardiogram.npz,tabular,0.868852,0.413708,0.529574,3.154167
cc,1,skillcraft1_master_table_dataset.npz,tabular,0.353921,0.175453,0.123043,218.418689
cc,2,breast_cancer_wisconsin_original.npz,tabular,0.973646,0.834210,0.896634,55.481344
cc,3,smoker_condition.npz,tabular,0.992095,0.931550,0.968543,72.871426
cc,4,glass_identification.npz,tabular,0.504673,0.417127,0.258856,61.507535
cc,5,statlog_image_segmentation.npz,tabular,0.525974,0.518974,0.384912,133.714128
cc,6,planning_relax.npz,tabular,0.554945,0.001887,0.003355,64.553227
cc,7,customer_classification.npz,tabular,0.356000,0.031363,0.026383,67.614926
cc,8,pima_indians_diabetes_database.npz,tabular,0.700521,0.134520,0.159820,60.115225
cc,9,mobile_price_classification.npz,tabular,0.340500,0.039889,0.034272,117.727914
cc,10,spambase.npz,tabular,0.720496,0.145413,0.194150,332.505101
cc,11,rice_seed_gonen_jasmine.npz,tabular,0.984898,0.886757,0.940494,605.154469
cc,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.825083,0.328554,0.420762,43.954859
cc,13,user_knowledge_modeling.npz,tabular,0.430233,0.189891,0.103001,25.687286
cc,14,world12d.npz,tabular,0.866667,0.772114,0.790961,54.773477
cc,15,pumpkin_seeds.npz,tabular,0.860000,0.415257,0.518207,155.040522
cc,16,iris.npz,tabular,0.853333,0.732192,0.661525,60.768405
cc,17,wine.npz,tabular,0.955056,0.838651,0.866719,57.741911
cc,18,letter_recognition.npz,tabular,0.178243,0.237872,0.085600,515.042173
cc,19,mammographic_mass.npz,tabular,0.806024,0.289959,0.373849,69.564323
cc,20,breast_tissue.npz,tabular,0.594340,0.528508,0.375915,59.240371
cc,21,hepatitis.npz,tabular,0.750000,0.223398,0.227116,2.350530
cc,22,predicting_pulsar_star.npz,tabular,0.791653,0.213166,0.250481,540.076903
cc,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.915641,0.569947,0.689510,55.396744
cc,24,wireless_indoor_localization.npz,tabular,0.966000,0.886648,0.912975,224.091532
cc,25,date_fruit.npz,tabular,0.731626,0.624895,0.611998,61.567033
cc,26,zoo.npz,tabular,0.712871,0.671398,0.639334,57.856985
cc,27,htru2.npz,tabular,0.742074,0.176043,0.177477,635.499936
cc,28,ionosphere.npz,tabular,0.740741,0.249921,0.228906,69.229906
cc,29,music_genre_classification.npz,tabular,0.336000,0.260211,0.152564,60.322595
cc,30,spectf_heart.npz,tabular,0.800000,0.300167,0.352127,2.192618
cc,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.909186,0.555768,0.669513,262.224936
cc,32,ph_recognition.npz,tabular,0.565084,0.638335,0.432523,103.280082
cc,33,banknote_authentication.npz,tabular,0.789359,0.256455,0.334409,67.343565
cc,34,wine_quality.npz,tabular,0.389493,0.061457,0.048241,382.423813
cc,35,cardiovascular_study.npz,tabular,0.634096,0.029566,0.053162,169.892905
cc,36,statlog_german_credit.npz,tabular,0.613000,0.021394,0.044784,70.593902
cc,37,boston.npz,tabular,0.818182,0.559479,0.552624,50.413592
cc,38,seismic_bumps.npz,tabular,0.640867,0.035507,0.043301,56.475366
cc,39,dry_bean.npz,tabular,0.663099,0.609906,0.506974,1124.608521
cc,40,credit_risk_classification.npz,tabular,0.621926,0.004028,0.022592,71.313301
cc,41,epileptic_seizure_recognition.npz,tabular,0.406435,0.227773,0.192745,296.793842
cc,42,website_phishing.npz,tabular,0.730229,0.278827,0.381673,62.441585
cc,43,optical_recognition_of_handwritten_digits.npz,tabular,0.467957,0.399103,0.277653,528.705013
cc,44,siberian_weather_stats.npz,tabular,0.317697,0.068688,0.036429,71.834181
cc,45,orbit_classification_for_prediction_nasa.npz,tabular,0.547038,0.118472,0.043893,96.026603
cc,46,magic_gamma_telescope.npz,tabular,0.576258,0.008221,0.020288,497.396926
cc,47,raisin.npz,tabular,0.876667,0.462730,0.567030,55.213648
cc,48,patient_treatment_classification.npz,tabular,0.603354,0.028105,0.042293,304.012325
cc,49,fetal_health_classification.npz,tabular,0.473659,0.135139,0.053153,94.776417
cc,50,dermatology.npz,tabular,0.703911,0.675369,0.670157,60.870597
cc,51,secom.npz,tabular,0.843012,0.000071,-0.005118,100.286231
cc,52,paris_housing_classification.npz,tabular,0.567900,0.091570,0.015324,610.427242
cc,53,seeds.npz,tabular,0.876190,0.657402,0.681118,60.382638
cc,54,wine_customer.npz,tabular,0.971910,0.897431,0.916757,51.632634
cc,55,crowdsourced_mapping.npz,tabular,0.473142,0.242768,0.197877,553.497600
cc,56,durum_wheat_features.npz,tabular,0.787444,0.473229,0.487625,1230.546875
cc,57,classification_in_asteroseismology.npz,tabular,0.896104,0.562403,0.623625,71.149139
cc,58,birds_bones_and_living_habits.npz,tabular,0.523002,0.289437,0.286527,71.530079
cc,59,microbes.npz,tabular,0.237519,0.076785,0.024837,554.598489
cc,60,image_segmentation.npz,tabular,0.466667,0.551203,0.362368,59.744540
cc,61,water_quality.npz,tabular,0.530582,0.001117,0.002734,129.781493
cc,62,insurance_company_benchmark.npz,tabular,0.813638,0.002214,-0.024658,602.669910
cc,63,harbermans_survival.npz,tabular,0.624183,0.073493,0.059064,65.247607
cc,64,yeast.npz,tabular,0.339273,0.189430,0.098682,213.363463
cc,65,heart_disease.npz,tabular,0.515152,0.230790,0.270743,65.314855
cc,66,ecoli.npz,tabular,0.715596,0.559502,0.579732,65.390480
cc,67,extyaleb.npz,tabular,0.369906,0.182913,0.107125,67.218923
cc,68,breast_cancer_coimbra.npz,tabular,0.646552,0.081382,0.077880,60.014186
cc,69,student_grade.npz,tabular,0.769620,0.270653,0.289174,62.548555
cc,70,human_stress_detection.npz,tabular,0.915042,0.790913,0.779790,279.547055
cc,71,fraud_detection_bank.npz,tabular,0.599660,0.025858,0.038116,551.743852
cc,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.607419,0.577221,0.423051,366.898232
cc,73,diabetic_retinopathy_debrecen.npz,tabular,0.598610,0.032013,0.038004,76.357241
cc,74,pistachio.npz,tabular,0.801676,0.292301,0.363743,138.544023
cc,75,turkish_music_emotion.npz,tabular,0.482500,0.206158,0.173514,65.098239
cc,76,parkinsons.npz,tabular,0.702564,0.260415,0.159967,61.786736
cc,77,weather.npz,tabular,0.860274,0.921416,0.834014,58.736008
cc,78,blood_transfusion_service_center.npz,tabular,0.592246,0.072886,0.029584,67.998301
cc,79,mfeat-karhunen.npz,tabular,0.385000,0.285024,0.162478,282.546788
cc,80,mfeat-factors.npz,tabular,0.555000,0.514886,0.376375,123.368102
cc,81,wall-robot-navigation.npz,tabular,0.432368,0.109660,0.081575,510.665566
cc,82,Waveform.npz,tabular,0.653600,0.402749,0.325169,279.522993
cc,83,gas-drift.npz,tabular,0.461200,0.280258,0.203966,555.431406
cc,84,mfeat-morphological.npz,tabular,0.652000,0.625371,0.490788,279.894619
cc,85,JapaneseVowels.npz,tabular,0.368337,0.298419,0.174854,603.763483
cc,86,rmftsa_sleepdata.npz,tabular,0.458984,0.042687,0.063602,65.514223
cc,87,first-order-theorem-proving.npz,tabular,0.324943,0.038378,0.054690,636.303687
cc,88,gina_prior2.npz,tabular,0.356690,0.271443,0.177486,238.475621
cc,89,fabert.npz,tabular,0.213306,0.011199,0.009261,415.065558
cc,90,dilbert.npz,tabular,0.354900,0.178588,0.123508,499.519444
cc,91,synthetic_control.npz,tabular,0.731667,0.728250,0.588431,61.723435
cc,92,Drug Consumption.npz,tabular,0.373356,0.012065,0.023038,123.335296
cc,93,shuttle.npz,tabular,0.777900,0.277093,0.287345,541.833964
cc,94,tr45.wc.npz,tabular,0.263314,0.181559,0.080093,14.124495
cc,95,steel-plates-fault.npz,tabular,0.555899,0.030136,0.007243,124.314234
cc,96,fbis.wc.npz,tabular,0.389344,0.211956,0.145801,139.147207
cc,97,mfeat-fourier.npz,tabular,0.429000,0.375136,0.267306,281.117444
cc,98,vehicle.npz,tabular,0.424350,0.126011,0.107565,93.231406
cc,99,micro-mass.npz,tabular,0.588889,0.636907,0.438488,63.810046
cc,100,ISOLET.npz,tabular,0.291651,0.429578,0.185023,364.009837
cc,101,poker-hand.npz,tabular,0.508500,0.000203,0.000190,554.546931
cc,102,tamilnadu-electricity.npz,tabular,0.074700,0.004680,0.000143,570.124364
cc,103,mnist64.npz,image,0.616451,0.489989,0.412237,23.035705
cc,104,MNIST_CLIP.npz,image,0.452481,0.362351,0.248178,570.962788
cc,105,fashion_mnist.npz,image,0.515667,0.439140,0.300156,119.075498
cc,106,FashionMNIST_CLIP.npz,image,0.627400,0.589638,0.470126,573.655800
cc,107,cifar10.npz,image,0.217538,0.066295,0.034809,450.711485
cc,108,CIFAR10_CLIP.npz,image,0.623500,0.560471,0.461157,581.242739
cc,109,coil20.npz,image,0.404167,0.565093,0.301397,195.045963
cc,110,COIL20_CLIP.npz,image,0.555556,0.681928,0.436261,196.161474
cc,111,labeled_faces_in_the_wild.npz,image,0.521364,0.001318,0.001372,140.613277
cc,112,flickr_material_database.npz,image,0.243731,0.164986,0.071667,66.863245
cc,113,street_view_house_numbers.npz,image,0.174863,0.025655,0.007911,13.351649
cc,114,har.npz,image,0.540136,0.496180,0.351047,62.558657
cc,115,Indian_pines.npz,image,0.592572,0.475474,0.392371,815.045948
cc,116,satellite_image.npz,image,0.727117,0.583658,0.516090,287.845276
cc,117,olivetti_faces.npz,image,0.320000,0.583449,0.154859,9.232734
cc,118,PCam.npz,image,0.253704,0.125971,0.077341,22.333659
cc,119,cnae9.npz,text,0.646769,0.063088,0.085884,214.569171
cc,120,imdb.npz,text,0.606333,0.030951,0.033200,103.790987
cc,121,hate_speech.npz,text,0.530568,0.002705,0.003375,315.969935
cc,122,sentiment_labeld_sentences.npz,text,0.756886,0.228531,0.232664,55.419352
cc,123,sms_spam_collection.npz,text,0.415025,0.310128,0.209163,598.663240
cc,124,wos.npz,text,0.878388,0.466174,0.572667,1109.282341
cc,125,enron.npz,text,0.747871,0.408643,0.433936,1074.034275
cc,126,reuters.npz,text,0.132419,0.100557,0.031777,516.648586
cc,127,20newsgroups.npz,text,0.829861,0.566775,0.710797,431.006287
cc,128,Mouse_retina.npz,bioinfo,0.233263,0.324321,0.149055,610.585348
cc,129,Campbell.npz,bioinfo,0.537750,0.004297,0.005453,314.409898
cc,130,Baron Human.npz,bioinfo,0.358656,0.462442,0.265378,420.151885
dbscan,0,echocardiogram.npz,tabular,0.885246,0.449362,0.588735,0.002187
dbscan,1,skillcraft1_master_table_dataset.npz,tabular,0.263397,0.118382,0.046099,0.102616
dbscan,2,breast_cancer_wisconsin_original.npz,tabular,0.956076,0.763786,0.831083,0.009928
dbscan,3,smoker_condition.npz,tabular,0.977273,0.882013,0.940707,0.015533
dbscan,4,glass_identification.npz,tabular,0.518692,0.453527,0.302438,0.003062
dbscan,5,statlog_image_segmentation.npz,tabular,0.466234,0.558294,0.278436,0.070579
dbscan,6,planning_relax.npz,tabular,0.703297,0.011291,0.044757,0.002739
dbscan,7,customer_classification.npz,tabular,0.286000,0.041996,0.007055,0.013716
dbscan,8,pima_indians_diabetes_database.npz,tabular,0.687500,0.067644,0.128555,0.008784
dbscan,9,mobile_price_classification.npz,tabular,0.213500,0.091982,0.001532,0.043803
dbscan,10,spambase.npz,tabular,0.576831,0.099749,0.075918,0.360838
dbscan,11,rice_seed_gonen_jasmine.npz,tabular,0.862686,0.673335,0.731178,1.346411
dbscan,12,heart_attack_analysis_prediction_dataset.npz,tabular,0.656766,0.181601,0.185534,0.003829
dbscan,13,user_knowledge_modeling.npz,tabular,0.414729,0.293187,0.188532,0.002756
dbscan,14,world12d.npz,tabular,0.746667,0.677641,0.654044,0.002135
dbscan,15,pumpkin_seeds.npz,tabular,0.546000,0.156901,0.121357,0.064767
dbscan,16,iris.npz,tabular,0.666667,0.733680,0.568116,0.002780
dbscan,17,wine.npz,tabular,0.842697,0.607995,0.555573,0.002627
dbscan,18,letter_recognition.npz,tabular,0.207466,0.487245,0.027054,1.173678
dbscan,19,mammographic_mass.npz,tabular,0.702410,0.214617,0.283044,0.009743
dbscan,20,breast_tissue.npz,tabular,0.462264,0.515058,0.285541,0.002001
dbscan,21,hepatitis.npz,tabular,0.850000,0.090525,0.099785,0.002305
dbscan,22,predicting_pulsar_star.npz,tabular,0.923434,0.329078,0.552550,1.375957
dbscan,23,breast_cancer_wisconsin_prognostic.npz,tabular,0.799649,0.533938,0.585080,0.006639
dbscan,24,wireless_indoor_localization.npz,tabular,0.683500,0.532868,0.340768,0.046803
dbscan,25,date_fruit.npz,tabular,0.663697,0.621014,0.560377,0.010203
dbscan,26,zoo.npz,tabular,0.851485,0.846630,0.918077,0.002423
dbscan,27,htru2.npz,tabular,0.919592,0.294472,0.510022,1.591909
dbscan,28,ionosphere.npz,tabular,0.923077,0.591987,0.712766,0.004066
dbscan,29,music_genre_classification.npz,tabular,0.324000,0.255851,0.142241,0.012213
dbscan,30,spectf_heart.npz,tabular,0.787500,0.268346,0.322309,0.002230
dbscan,31,rice_dataset_cammeo_and_osmancik.npz,tabular,0.798425,0.433681,0.578002,0.200055
dbscan,32,ph_recognition.npz,tabular,0.464012,0.594995,0.306634,0.008283
dbscan,33,banknote_authentication.npz,tabular,0.897959,0.697697,0.799633,0.023299
dbscan,34,wine_quality.npz,tabular,0.406115,0.124538,0.004237,0.234492
dbscan,35,cardiovascular_study.npz,tabular,0.817902,0.031778,0.116021,0.103971
dbscan,36,statlog_german_credit.npz,tabular,0.645000,0.029598,0.063032,0.014471
dbscan,37,boston.npz,tabular,0.850649,0.613966,0.563077,0.002652
dbscan,38,seismic_bumps.npz,tabular,0.933437,0.000000,0.000000,0.005706
dbscan,39,dry_bean.npz,tabular,0.568571,0.524509,0.323960,1.105013
dbscan,40,credit_risk_classification.npz,tabular,0.772541,0.015614,0.043397,0.011478
dbscan,41,epileptic_seizure_recognition.npz,tabular,0.398609,0.351631,0.193517,0.464932
dbscan,42,website_phishing.npz,tabular,0.489283,0.147646,0.134812,0.025233
dbscan,43,optical_recognition_of_handwritten_digits.npz,tabular,0.493591,0.598799,0.379185,0.192000
dbscan,44,siberian_weather_stats.npz,tabular,0.302772,0.095022,0.022087,0.017461
dbscan,45,orbit_classification_for_prediction_nasa.npz,tabular,0.818235,0.044437,0.067057,0.023233
dbscan,46,magic_gamma_telescope.npz,tabular,0.763476,0.184844,0.261405,1.488111
dbscan,47,raisin.npz,tabular,0.555556,0.293620,0.277855,0.009897
dbscan,48,patient_treatment_classification.npz,tabular,0.570943,0.059394,0.023169,0.140403
dbscan,49,fetal_health_classification.npz,tabular,0.717780,0.154067,0.188139,0.046122
dbscan,50,dermatology.npz,tabular,0.706704,0.791386,0.642680,0.004157
dbscan,51,secom.npz,tabular,0.894065,0.025817,0.078711,0.023876
dbscan,52,paris_housing_classification.npz,tabular,0.867300,0.031526,0.023863,1.031162
dbscan,53,seeds.npz,tabular,0.700000,0.533739,0.479655,0.003040
dbscan,54,wine_customer.npz,tabular,0.842697,0.607995,0.555573,0.002743
dbscan,55,crowdsourced_mapping.npz,tabular,0.772632,0.269916,0.234841,1.033049
dbscan,56,durum_wheat_features.npz,tabular,0.485556,0.468593,0.345570,1.032794
dbscan,57,classification_in_asteroseismology.npz,tabular,0.890110,0.549563,0.618899,0.012806
dbscan,58,birds_bones_and_living_habits.npz,tabular,0.564165,0.380918,0.309909,0.004054
dbscan,59,microbes.npz,tabular,0.243322,0.337729,0.100332,1.113604
dbscan,60,image_segmentation.npz,tabular,0.585714,0.628917,0.381482,0.002986
dbscan,61,water_quality.npz,tabular,0.593734,0.010594,0.027975,0.047395
dbscan,62,insurance_company_benchmark.npz,tabular,0.891446,0.015797,0.071491,0.555982
dbscan,63,harbermans_survival.npz,tabular,0.715686,0.067388,0.150345,0.003754
dbscan,64,yeast.npz,tabular,0.372173,0.136220,0.046314,0.026834
dbscan,65,heart_disease.npz,tabular,0.542088,0.228573,0.282416,0.003636
dbscan,66,ecoli.npz,tabular,0.709480,0.633827,0.643747,0.003312
dbscan,67,extyaleb.npz,tabular,0.636364,0.560591,0.359308,0.003596
dbscan,68,breast_cancer_coimbra.npz,tabular,0.655172,0.088696,0.088390,0.002205
dbscan,69,student_grade.npz,tabular,0.688608,0.040007,0.094994,0.004405
dbscan,70,human_stress_detection.npz,tabular,0.646177,0.493714,0.415801,0.045279
dbscan,71,fraud_detection_bank.npz,tabular,0.678968,0.110003,0.215422,1.542847
dbscan,72,pen_based_recognition_of_handwritten_digits.npz,tabular,0.694823,0.733239,0.603126,0.733258
dbscan,73,diabetic_retinopathy_debrecen.npz,tabular,0.599479,0.032387,0.038697,0.019886
dbscan,74,pistachio.npz,tabular,0.527002,0.089783,0.004325,0.050966
dbscan,75,turkish_music_emotion.npz,tabular,0.412500,0.167654,0.155824,0.004455
dbscan,76,parkinsons.npz,tabular,0.733333,0.224906,0.323260,0.002659
dbscan,77,weather.npz,tabular,1.000000,1.000000,1.000000,0.004602
dbscan,78,blood_transfusion_service_center.npz,tabular,0.763369,0.024058,0.021592,0.011387
